Team A0 1,Team B0 7
Team A8250 6,Team B8250 0
Team A8251 6,Team B8251 1
Team A8252 1,Team B8252 0
Team A8253 6,Team B8253 2
Team A8254 5,Team B8254 9
Team A8255 2,Team B8255 0
Team A8256 2,Team B8256 8
Team A8257 5,Team B8257 4
Team A8258 3,Team B8258 8
Team A8259 7,Team B8259 9
Team A8260 9,Team B8260 5
Team A8261 3,Team B8261 7
Team A8262 0,Team B8262 1
Team A8263 0,Team B8263 9
Team A8264 8,Team B8264 0
Team A8265 1,Team B8265 8
Team A8266 8,Team B8266 7
Team A8267 4,Team B8267 1
Team A8268 3,Team B8268 6
Team A8269 5,Team B8269 8
Team A8270 0,Team B8270 5
Team A8271 3,Team B8271 9
Team A8272 1,Team B8272 0
Team A8273 1,Team B8273 8
Team A8274 5,Team B8274 0
Team A8275 4,Team B8275 2
Team A8276 4,Team B8276 9
Team A8277 8,Team B8277 6
Team A8278 7,Team B8278 9
Team A8279 3,Team B8279 2
Team A8280 5,Team B8280 2
Team A8281 0,Team B8281 8
Team A8282 8,Team B8282 6
Team A8283 2,Team B8283 0
Team A8284 6,Team B8284 5
Team A8285 4,Team B8285 7
Team A8286 8,Team B8286 2
Team A8287 1,Team B8287 8
Team A8288 4,Team B8288 7
Team A8289 2,Team B8289 3
Team A8290 4,Team B8290 0
Team A8291 2,Team B8291 1
Team A8292 3,Team B8292 4
Team A8293 0,Team B8293 8
Team A8294 8,Team B8294 3
Team A8295 5,Team B8295 9
Team A8296 0,Team B8296 4
Team A8297 5,Team B8297 3
Team A8298 9,Team B8298 0
Team A8299 9,Team B8299 9
Team A8300 7,Team B8300 5
Team A8301 7,Team B8301 9
Team A8302 2,Team B8302 4
Team A8303 4,Team B8303 7
Team A8304 3,Team B8304 9
Team A8305 5,Team B8305 6
Team A8306 3,Team B8306 8
Team A8307 2,Team B8307 4
Team A8308 2,Team B8308 7
Team A8309 0,Team B8309 4
Team A8310 7,Team B8310 8
Team A8311 7,Team B8311 2
Team A8312 7,Team B8312 7
Team A8313 2,Team B8313 6
Team A8314 9,Team B8314 0
Team A8315 4,Team B8315 9
Team A8316 1,Team B8316 4
Team A8317 1,Team B8317 5
Team A8318 5,Team B8318 5
Team A8319 3,Team B8319 1
Team A8320 7,Team B8320 4
Team A8321 3,Team B8321 0
Team A8322 1,Team B8322 7
Team A8323 5,Team B8323 8
Team A8324 3,Team B8324 4
Team A8325 5,Team B8325 6
Team A8326 3,Team B8326 4
Team A8327 9,Team B8327 8
Team A8328 0,Team B8328 3
Team A8329 2,Team B8329 2
Team A8330 9,Team B8330 5
Team A8331 0,Team B8331 6
Team A8332 8,Team B8332 5
Team A8333 6,Team B8333 5
Team A8334 4,Team B8334 0
Team A8335 5,Team B8335 8
Team A8336 7,Team B8336 2
Team A8337 6,Team B8337 5
Team A8338 2,Team B8338 5
Team A8339 7,Team B8339 5
Team A8340 2,Team B8340 4
Team A8341 4,Team B8341 1
Team A8342 7,Team B8342 9
Team A8343 3,Team B8343 0
Team A8344 6,Team B8344 5
Team A8345 7,Team B8345 2
Team A8346 3,Team B8346 9
Team A8347 3,Team B8347 4
Team A8348 7,Team B8348 5
Team A8349 4,Team B8349 8
Team A8350 3,Team B8350 5
Team A8351 5,Team B8351 4
Team A8352 0,Team B8352 3
Team A8353 3,Team B8353 6
Team A8354 7,Team B8354 5
Team A8355 1,Team B8355 8
Team A8356 7,Team B8356 7
Team A8357 7,Team B8357 8
Team A8358 7,Team B8358 4
Team A8359 0,Team B8359 8
Team A8360 0,Team B8360 8
Team A8361 2,Team B8361 4
Team A8362 9,Team B8362 2
Team A8363 6,Team B8363 8
Team A8364 7,Team B8364 3
Team A8365 4,Team B8365 6
Team A8366 4,Team B8366 8
Team A8367 6,Team B8367 8
Team A8368 6,Team B8368 3
Team A8369 0,Team B8369 6
Team A8370 6,Team B8370 5
Team A8371 2,Team B8371 3
Team A8372 2,Team B8372 9
Team A8373 8,Team B8373 1
Team A8374 6,Team B8374 4
Team A8375 8,Team B8375 4
Team A8376 7,Team B8376 0
Team A8377 8,Team B8377 5
Team A8378 6,Team B8378 1
Team A8379 6,Team B8379 0
Team A8380 6,Team B8380 6
Team A8381 4,Team B8381 7
Team A8382 5,Team B8382 1
Team A8383 0,Team B8383 8
Team A8384 5,Team B8384 8
Team A8385 3,Team B8385 7
Team A8386 0,Team B8386 4
Team A8387 4,Team B8387 0
Team A8388 8,Team B8388 7
Team A8389 3,Team B8389 9
Team A8390 7,Team B8390 5
Team A8391 9,Team B8391 5
Team A8392 4,Team B8392 5
Team A8393 0,Team B8393 6
Team A8394 4,Team B8394 5
Team A8395 2,Team B8395 6
Team A8396 4,Team B8396 3
Team A8397 3,Team B8397 5
Team A8398 1,Team B8398 3
Team A8399 3,Team B8399 2
Team A8400 0,Team B8400 4
Team A8401 6,Team B8401 1
Team A8402 1,Team B8402 6
Team A8403 5,Team B8403 0
Team A8404 2,Team B8404 1
Team A8405 1,Team B8405 1
Team A8406 9,Team B8406 3
Team A8407 3,Team B8407 9
Team A8408 7,Team B8408 3
Team A8409 7,Team B8409 2
Team A8410 0,Team B8410 3
Team A8411 8,Team B8411 4
Team A8412 0,Team B8412 6
Team A8413 6,Team B8413 1
Team A8414 7,Team B8414 5
Team A8415 2,Team B8415 1
Team A8416 9,Team B8416 3
Team A8417 4,Team B8417 3
Team A8418 1,Team B8418 3
Team A8419 9,Team B8419 1
Team A8420 4,Team B8420 5
Team A8421 3,Team B8421 9
Team A8422 2,Team B8422 9
Team A8423 0,Team B8423 1
Team A8424 5,Team B8424 1
Team A8425 8,Team B8425 4
Team A8426 0,Team B8426 2
Team A8427 8,Team B8427 8
Team A8428 5,Team B8428 0
Team A8429 0,Team B8429 3
Team A8430 3,Team B8430 5
Team A8431 2,Team B8431 1
Team A8432 3,Team B8432 0
Team A8433 8,Team B8433 0
Team A8434 7,Team B8434 8
Team A8435 5,Team B8435 8
Team A8436 8,Team B8436 3
Team A8437 0,Team B8437 0
Team A8438 6,Team B8438 5
Team A8439 6,Team B8439 8
Team A8440 6,Team B8440 5
Team A8441 3,Team B8441 8
Team A8442 0,Team B8442 7
Team A8443 8,Team B8443 9
Team A8444 8,Team B8444 7
Team A8445 5,Team B8445 8
Team A8446 1,Team B8446 8
Team A8447 6,Team B8447 0
Team A8448 2,Team B8448 8
Team A8449 5,Team B8449 5
Team A8450 9,Team B8450 3
Team A8451 2,Team B8451 7
Team A8452 1,Team B8452 6
Team A8453 2,Team B8453 3
Team A8454 4,Team B8454 0
Team A8455 5,Team B8455 0
Team A8456 1,Team B8456 0
Team A8457 0,Team B8457 7
Team A8458 6,Team B8458 2
Team A8459 3,Team B8459 4
Team A8460 1,Team B8460 6
Team A8461 9,Team B8461 9
Team A8462 2,Team B8462 5
Team A8463 2,Team B8463 5
Team A8464 5,Team B8464 8
Team A8465 0,Team B8465 4
Team A8466 2,Team B8466 5
Team A8467 8,Team B8467 5
Team A8468 3,Team B8468 5
Team A8469 1,Team B8469 1
Team A8470 8,Team B8470 4
Team A8471 2,Team B8471 5
Team A8472 6,Team B8472 2
Team A8473 2,Team B8473 5
Team A8474 0,Team B8474 9
Team A8475 2,Team B8475 2
Team A8476 6,Team B8476 5
Team A8477 9,Team B8477 4
Team A8478 3,Team B8478 0
Team A8479 7,Team B8479 4
Team A8480 6,Team B8480 6
Team A8481 1,Team B8481 5
Team A8482 5,Team B8482 0
Team A8483 7,Team B8483 8
Team A8484 4,Team B8484 5
Team A8485 1,Team B8485 9
Team A8486 8,Team B8486 5
Team A8487 5,Team B8487 9
Team A8488 2,Team B8488 4
Team A8489 1,Team B8489 7
Team A8490 5,Team B8490 3
Team A8491 4,Team B8491 9
Team A8492 0,Team B8492 2
Team A8493 0,Team B8493 4
Team A8494 0,Team B8494 7
Team A8495 0,Team B8495 3
Team A8496 1,Team B8496 6
Team A8497 4,Team B8497 6
Team A8498 0,Team B8498 1
Team A8499 4,Team B8499 2
Team A8500 4,Team B8500 1
Team A8501 7,Team B8501 1
Team A8502 0,Team B8502 5
Team A8503 5,Team B8503 6
Team A8504 1,Team B8504 7
Team A8505 0,Team B8505 6
Team A8506 6,Team B8506 7
Team A8507 9,Team B8507 5
Team A8508 1,Team B8508 5
Team A8509 4,Team B8509 6
Team A8510 8,Team B8510 5
Team A8511 5,Team B8511 2
Team A8512 6,Team B8512 5
Team A8513 5,Team B8513 6
Team A8514 8,Team B8514 7
Team A8515 3,Team B8515 6
Team A8516 2,Team B8516 6
Team A8517 5,Team B8517 2
Team A8518 1,Team B8518 7
Team A8519 1,Team B8519 5
Team A8520 7,Team B8520 4
Team A8521 3,Team B8521 8
Team A8522 2,Team B8522 9
Team A8523 6,Team B8523 4
Team A8524 3,Team B8524 6
Team A8525 8,Team B8525 9
Team A8526 6,Team B8526 9
Team A8527 5,Team B8527 6
Team A8528 3,Team B8528 7
Team A8529 2,Team B8529 6
Team A8530 9,Team B8530 5
Team A8531 4,Team B8531 1
Team A8532 1,Team B8532 1
Team A8533 5,Team B8533 7
Team A8534 4,Team B8534 4
Team A8535 8,Team B8535 3
Team A8536 0,Team B8536 1
Team A8537 8,Team B8537 3
Team A8538 0,Team B8538 3
Team A8539 5,Team B8539 2
Team A8540 6,Team B8540 7
Team A8541 7,Team B8541 4
Team A8542 5,Team B8542 5
Team A8543 1,Team B8543 0
Team A8544 0,Team B8544 0
Team A8545 8,Team B8545 2
Team A8546 5,Team B8546 8
Team A8547 4,Team B8547 0
Team A8548 0,Team B8548 6
Team A8549 9,Team B8549 4
Team A8550 1,Team B8550 3
Team A8551 3,Team B8551 2
Team A8552 6,Team B8552 6
Team A8553 6,Team B8553 2
Team A8554 4,Team B8554 9
Team A8555 6,Team B8555 0
Team A8556 4,Team B8556 1
Team A8557 0,Team B8557 1
Team A8558 1,Team B8558 7
Team A8559 0,Team B8559 3
Team A8560 2,Team B8560 1
Team A8561 7,Team B8561 3
Team A8562 2,Team B8562 8
Team A8563 3,Team B8563 7
Team A8564 6,Team B8564 8
Team A8565 8,Team B8565 0
Team A8566 6,Team B8566 3
Team A8567 4,Team B8567 1
Team A8568 4,Team B8568 4
Team A8569 1,Team B8569 9
Team A8570 8,Team B8570 1
Team A8571 1,Team B8571 0
Team A8572 7,Team B8572 5
Team A8573 4,Team B8573 1
Team A8574 5,Team B8574 2
Team A8575 5,Team B8575 8
Team A8576 1,Team B8576 9
Team A8577 3,Team B8577 9
Team A8578 8,Team B8578 4
Team A8579 0,Team B8579 3
Team A8580 0,Team B8580 7
Team A8581 6,Team B8581 5
Team A8582 8,Team B8582 6
Team A8583 2,Team B8583 3
Team A8584 4,Team B8584 5
Team A8585 7,Team B8585 6
Team A8586 2,Team B8586 1
Team A8587 4,Team B8587 1
Team A8588 3,Team B8588 5
Team A8589 6,Team B8589 1
Team A8590 6,Team B8590 6
Team A8591 9,Team B8591 0
Team A8592 0,Team B8592 4
Team A8593 3,Team B8593 7
Team A8594 9,Team B8594 0
Team A8595 5,Team B8595 9
Team A8596 0,Team B8596 2
Team A8597 6,Team B8597 8
Team A8598 4,Team B8598 9
Team A8599 5,Team B8599 4
Team A8600 2,Team B8600 1
Team A8601 4,Team B8601 2
Team A8602 4,Team B8602 1
Team A8603 6,Team B8603 8
Team A8604 0,Team B8604 2
Team A8605 7,Team B8605 5
Team A8606 5,Team B8606 4
Team A8607 1,Team B8607 5
Team A8608 6,Team B8608 1
Team A8609 1,Team B8609 8
Team A8610 4,Team B8610 3
Team A8611 3,Team B8611 5
Team A8612 2,Team B8612 7
Team A8613 1,Team B8613 9
Team A8614 4,Team B8614 3
Team A8615 4,Team B8615 6
Team A8616 4,Team B8616 8
Team A8617 4,Team B8617 2
Team A8618 6,Team B8618 1
Team A8619 2,Team B8619 8
Team A8620 2,Team B8620 5
Team A8621 0,Team B8621 7
Team A8622 5,Team B8622 1
Team A8623 7,Team B8623 5
Team A8624 3,Team B8624 8
Team A8625 5,Team B8625 4
Team A8626 5,Team B8626 3
Team A8627 4,Team B8627 0
Team A8628 5,Team B8628 7
Team A8629 9,Team B8629 6
Team A8630 9,Team B8630 9
Team A8631 8,Team B8631 2
Team A8632 8,Team B8632 5
Team A8633 1,Team B8633 3
Team A8634 3,Team B8634 2
Team A8635 8,Team B8635 4
Team A8636 0,Team B8636 1
Team A8637 9,Team B8637 1
Team A8638 4,Team B8638 5
Team A8639 6,Team B8639 4
Team A8640 9,Team B8640 9
Team A8641 4,Team B8641 5
Team A8642 2,Team B8642 5
Team A8643 4,Team B8643 2
Team A8644 1,Team B8644 7
Team A8645 8,Team B8645 1
Team A8646 8,Team B8646 1
Team A8647 7,Team B8647 1
Team A8648 9,Team B8648 3
Team A8649 8,Team B8649 8
Team A8650 7,Team B8650 4
Team A8651 2,Team B8651 2
Team A8652 1,Team B8652 7
Team A8653 7,Team B8653 1
Team A8654 9,Team B8654 7
Team A8655 3,Team B8655 3
Team A8656 9,Team B8656 1
Team A8657 3,Team B8657 2
Team A8658 4,Team B8658 6
Team A8659 7,Team B8659 6
Team A8660 1,Team B8660 3
Team A8661 5,Team B8661 6
Team A8662 4,Team B8662 7
Team A8663 8,Team B8663 7
Team A8664 4,Team B8664 8
Team A8665 1,Team B8665 2
Team A8666 1,Team B8666 7
Team A8667 5,Team B8667 1
Team A8668 7,Team B8668 6
Team A8669 7,Team B8669 1
Team A8670 6,Team B8670 3
Team A8671 2,Team B8671 6
Team A8672 7,Team B8672 3
Team A8673 8,Team B8673 7
Team A8674 1,Team B8674 2
Team A8675 9,Team B8675 8
Team A8676 4,Team B8676 7
Team A8677 8,Team B8677 3
Team A8678 8,Team B8678 3
Team A8679 0,Team B8679 0
Team A8680 2,Team B8680 8
Team A8681 5,Team B8681 4
Team A8682 6,Team B8682 3
Team A8683 9,Team B8683 1
Team A8684 8,Team B8684 6
Team A8685 4,Team B8685 7
Team A8686 8,Team B8686 3
Team A8687 2,Team B8687 0
Team A8688 2,Team B8688 2
Team A8689 4,Team B8689 9
Team A8690 9,Team B8690 1
Team A8691 0,Team B8691 4
Team A8692 8,Team B8692 7
Team A8693 2,Team B8693 0
Team A8694 8,Team B8694 1
Team A8695 5,Team B8695 7
Team A8696 0,Team B8696 2
Team A8697 9,Team B8697 1
Team A8698 9,Team B8698 5
Team A8699 6,Team B8699 9
Team A8700 0,Team B8700 0
Team A8701 6,Team B8701 1
Team A8702 6,Team B8702 9
Team A8703 8,Team B8703 7
Team A8704 7,Team B8704 0
Team A8705 5,Team B8705 5
Team A8706 7,Team B8706 5
Team A8707 3,Team B8707 4
Team A8708 1,Team B8708 8
Team A8709 9,Team B8709 3
Team A8710 6,Team B8710 1
Team A8711 3,Team B8711 5
Team A8712 1,Team B8712 8
Team A8713 4,Team B8713 5
Team A8714 4,Team B8714 7
Team A8715 9,Team B8715 0
Team A8716 2,Team B8716 7
Team A8717 0,Team B8717 3
Team A8718 1,Team B8718 0
Team A8719 8,Team B8719 4
Team A8720 7,Team B8720 1
Team A8721 8,Team B8721 8
Team A8722 9,Team B8722 1
Team A8723 3,Team B8723 0
Team A8724 8,Team B8724 9
Team A8725 7,Team B8725 8
Team A8726 3,Team B8726 6
Team A8727 0,Team B8727 5
Team A8728 3,Team B8728 8
Team A8729 8,Team B8729 4
Team A8730 1,Team B8730 7
Team A8731 9,Team B8731 0
Team A8732 0,Team B8732 1
Team A8733 7,Team B8733 2
Team A8734 3,Team B8734 7
Team A8735 3,Team B8735 0
Team A8736 5,Team B8736 1
Team A8737 1,Team B8737 3
Team A8738 3,Team B8738 1
Team A8739 2,Team B8739 6
Team A8740 2,Team B8740 3
Team A8741 5,Team B8741 5
Team A8742 1,Team B8742 4
Team A8743 5,Team B8743 7
Team A8744 2,Team B8744 0
Team A8745 9,Team B8745 1
Team A8746 7,Team B8746 4
Team A8747 4,Team B8747 4
Team A8748 4,Team B8748 8
Team A8749 6,Team B8749 3
Team A8750 0,Team B8750 3
Team A8751 5,Team B8751 9
Team A8752 4,Team B8752 0
Team A8753 4,Team B8753 3
Team A8754 6,Team B8754 0
Team A8755 9,Team B8755 6
Team A8756 7,Team B8756 7
Team A8757 1,Team B8757 7
Team A8758 0,Team B8758 1
Team A8759 1,Team B8759 8
Team A8760 5,Team B8760 6
Team A8761 7,Team B8761 4
Team A8762 7,Team B8762 1
Team A8763 7,Team B8763 5
Team A8764 6,Team B8764 5
Team A8765 7,Team B8765 3
Team A8766 1,Team B8766 3
Team A8767 7,Team B8767 3
Team A8768 1,Team B8768 1
Team A8769 9,Team B8769 3
Team A8770 0,Team B8770 1
Team A8771 9,Team B8771 4
Team A8772 1,Team B8772 1
Team A8773 2,Team B8773 7
Team A8774 5,Team B8774 6
Team A8775 3,Team B8775 2
Team A8776 6,Team B8776 3
Team A8777 7,Team B8777 5
Team A8778 4,Team B8778 4
Team A8779 8,Team B8779 1
Team A8780 0,Team B8780 3
Team A8781 2,Team B8781 4
Team A8782 3,Team B8782 7
Team A8783 6,Team B8783 3
Team A8784 9,Team B8784 2
Team A8785 9,Team B8785 5
Team A8786 1,Team B8786 5
Team A8787 2,Team B8787 6
Team A8788 8,Team B8788 4
Team A8789 7,Team B8789 5
Team A8790 6,Team B8790 5
Team A8791 8,Team B8791 6
Team A8792 8,Team B8792 2
Team A8793 9,Team B8793 8
Team A8794 6,Team B8794 1
Team A8795 5,Team B8795 9
Team A8796 8,Team B8796 4
Team A8797 8,Team B8797 6
Team A8798 6,Team B8798 6
Team A8799 3,Team B8799 1
Team A8800 4,Team B8800 1
Team A8801 4,Team B8801 1
Team A8802 4,Team B8802 5
Team A8803 0,Team B8803 2
Team A8804 4,Team B8804 4
Team A8805 9,Team B8805 8
Team A8806 7,Team B8806 3
Team A8807 2,Team B8807 6
Team A8808 4,Team B8808 0
Team A8809 9,Team B8809 7
Team A8810 4,Team B8810 1
Team A8811 0,Team B8811 2
Team A8812 6,Team B8812 8
Team A8813 3,Team B8813 7
Team A8814 0,Team B8814 6
Team A8815 7,Team B8815 6
Team A8816 8,Team B8816 9
Team A8817 7,Team B8817 5
Team A8818 2,Team B8818 0
Team A8819 9,Team B8819 4
Team A8820 9,Team B8820 6
Team A8821 1,Team B8821 8
Team A8822 4,Team B8822 1
Team A8823 9,Team B8823 9
Team A8824 7,Team B8824 8
Team A8825 1,Team B8825 9
Team A8826 8,Team B8826 5
Team A8827 7,Team B8827 5
Team A8828 1,Team B8828 9
Team A8829 6,Team B8829 9
Team A8830 9,Team B8830 4
Team A8831 8,Team B8831 8
Team A8832 4,Team B8832 3
Team A8833 1,Team B8833 0
Team A8834 8,Team B8834 6
Team A8835 8,Team B8835 8
Team A8836 1,Team B8836 8
Team A8837 7,Team B8837 0
Team A8838 8,Team B8838 6
Team A8839 5,Team B8839 9
Team A8840 9,Team B8840 8
Team A8841 4,Team B8841 7
Team A8842 1,Team B8842 3
Team A8843 0,Team B8843 0
Team A8844 3,Team B8844 0
Team A8845 5,Team B8845 4
Team A8846 1,Team B8846 0
Team A8847 3,Team B8847 3
Team A8848 6,Team B8848 9
Team A8849 3,Team B8849 1
Team A8850 4,Team B8850 1
Team A8851 9,Team B8851 2
Team A8852 8,Team B8852 2
Team A8853 4,Team B8853 2
Team A8854 9,Team B8854 6
Team A8855 4,Team B8855 6
Team A8856 1,Team B8856 6
Team A8857 4,Team B8857 5
Team A8858 8,Team B8858 6
Team A8859 2,Team B8859 9
Team A8860 3,Team B8860 9
Team A8861 0,Team B8861 0
Team A8862 7,Team B8862 3
Team A8863 1,Team B8863 3
Team A8864 8,Team B8864 0
Team A8865 2,Team B8865 2
Team A8866 5,Team B8866 4
Team A8867 5,Team B8867 5
Team A8868 1,Team B8868 0
Team A8869 4,Team B8869 3
Team A8870 7,Team B8870 0
Team A8871 0,Team B8871 7
Team A8872 4,Team B8872 8
Team A8873 0,Team B8873 1
Team A8874 6,Team B8874 4
Team A8875 2,Team B8875 9
Team A8876 2,Team B8876 6
Team A8877 5,Team B8877 0
Team A8878 7,Team B8878 8
Team A8879 2,Team B8879 6
Team A8880 7,Team B8880 6
Team A8881 1,Team B8881 0
Team A8882 8,Team B8882 7
Team A8883 8,Team B8883 5
Team A8884 1,Team B8884 0
Team A8885 6,Team B8885 6
Team A8886 1,Team B8886 4
Team A8887 7,Team B8887 2
Team A8888 4,Team B8888 1
Team A8889 8,Team B8889 8
Team A8890 7,Team B8890 2
Team A8891 1,Team B8891 4
Team A8892 1,Team B8892 6
Team A8893 1,Team B8893 9
Team A8894 5,Team B8894 9
Team A8895 3,Team B8895 4
Team A8896 4,Team B8896 9
Team A8897 5,Team B8897 6
Team A8898 4,Team B8898 5
Team A8899 0,Team B8899 0
Team A8900 0,Team B8900 3
Team A8901 6,Team B8901 1
Team A8902 4,Team B8902 7
Team A8903 7,Team B8903 9
Team A8904 7,Team B8904 8
Team A8905 3,Team B8905 6
Team A8906 6,Team B8906 9
Team A8907 9,Team B8907 2
Team A8908 8,Team B8908 8
Team A8909 7,Team B8909 0
Team A8910 4,Team B8910 6
Team A8911 4,Team B8911 0
Team A8912 5,Team B8912 7
Team A8913 1,Team B8913 3
Team A8914 1,Team B8914 0
Team A8915 2,Team B8915 1
Team A8916 0,Team B8916 1
Team A8917 3,Team B8917 8
Team A8918 9,Team B8918 7
Team A8919 3,Team B8919 2
Team A8920 3,Team B8920 4
Team A8921 5,Team B8921 7
Team A8922 6,Team B8922 3
Team A8923 5,Team B8923 7
Team A8924 4,Team B8924 0
Team A8925 4,Team B8925 2
Team A8926 6,Team B8926 5
Team A8927 0,Team B8927 4
Team A8928 6,Team B8928 3
Team A8929 7,Team B8929 6
Team A8930 1,Team B8930 2
Team A8931 2,Team B8931 1
Team A8932 7,Team B8932 9
Team A8933 0,Team B8933 9
Team A8934 5,Team B8934 4
Team A8935 9,Team B8935 3
Team A8936 6,Team B8936 5
Team A8937 6,Team B8937 9
Team A8938 6,Team B8938 4
Team A8939 1,Team B8939 0
Team A8940 4,Team B8940 6
Team A8941 5,Team B8941 4
Team A8942 5,Team B8942 5
Team A8943 7,Team B8943 3
Team A8944 5,Team B8944 8
Team A8945 6,Team B8945 4
Team A8946 3,Team B8946 9
Team A8947 5,Team B8947 3
Team A8948 0,Team B8948 4
Team A8949 1,Team B8949 1
Team A8950 0,Team B8950 9
Team A8951 8,Team B8951 7
Team A8952 2,Team B8952 8
Team A8953 8,Team B8953 4
Team A8954 9,Team B8954 4
Team A8955 5,Team B8955 1
Team A8956 2,Team B8956 6
Team A8957 7,Team B8957 0
Team A8958 5,Team B8958 0
Team A8959 5,Team B8959 9
Team A8960 3,Team B8960 3
Team A8961 1,Team B8961 8
Team A8962 5,Team B8962 8
Team A8963 1,Team B8963 9
Team A8964 1,Team B8964 6
Team A8965 5,Team B8965 2
Team A8966 8,Team B8966 0
Team A8967 1,Team B8967 5
Team A8968 6,Team B8968 7
Team A8969 5,Team B8969 2
Team A8970 8,Team B8970 4
Team A8971 7,Team B8971 5
Team A8972 6,Team B8972 0
Team A8973 1,Team B8973 5
Team A8974 6,Team B8974 3
Team A8975 3,Team B8975 3
Team A8976 5,Team B8976 0
Team A8977 5,Team B8977 5
Team A8978 2,Team B8978 2
Team A8979 3,Team B8979 6
Team A8980 7,Team B8980 2
Team A8981 5,Team B8981 4
Team A8982 0,Team B8982 3
Team A8983 3,Team B8983 6
Team A8984 4,Team B8984 3
Team A8985 6,Team B8985 0
Team A8986 5,Team B8986 5
Team A8987 4,Team B8987 0
Team A8988 1,Team B8988 5
Team A8989 1,Team B8989 4
Team A8990 8,Team B8990 2
Team A8991 9,Team B8991 7
Team A8992 9,Team B8992 5
Team A8993 7,Team B8993 3
Team A8994 6,Team B8994 0
Team A8995 3,Team B8995 2
Team A8996 7,Team B8996 6
Team A8997 9,Team B8997 9
Team A8998 2,Team B8998 3
Team A8999 3,Team B8999 2
Team A9000 8,Team B9000 9
Team A9001 2,Team B9001 4
Team A9002 0,Team B9002 3
Team A9003 4,Team B9003 7
Team A9004 7,Team B9004 8
Team A9005 4,Team B9005 2
Team A9006 5,Team B9006 6
Team A9007 8,Team B9007 0
Team A9008 0,Team B9008 1
Team A9009 5,Team B9009 0
Team A9010 9,Team B9010 0
Team A9011 0,Team B9011 5
Team A9012 0,Team B9012 1
Team A9013 1,Team B9013 2
Team A9014 4,Team B9014 2
Team A9015 4,Team B9015 5
Team A9016 4,Team B9016 3
Team A9017 1,Team B9017 6
Team A9018 7,Team B9018 9
Team A9019 9,Team B9019 0
Team A9020 5,Team B9020 2
Team A9021 6,Team B9021 9
Team A9022 6,Team B9022 1
Team A9023 9,Team B9023 7
Team A9024 3,Team B9024 5
Team A9025 2,Team B9025 8
Team A9026 0,Team B9026 3
Team A9027 3,Team B9027 2
Team A9028 4,Team B9028 1
Team A9029 6,Team B9029 4
Team A9030 7,Team B9030 6
Team A9031 6,Team B9031 8
Team A9032 3,Team B9032 5
Team A9033 6,Team B9033 7
Team A9034 4,Team B9034 4
Team A9035 5,Team B9035 1
Team A9036 1,Team B9036 9
Team A9037 7,Team B9037 0
Team A9038 1,Team B9038 7
Team A9039 7,Team B9039 4
Team A9040 3,Team B9040 1
Team A9041 1,Team B9041 8
Team A9042 8,Team B9042 9
Team A9043 5,Team B9043 1
Team A9044 5,Team B9044 3
Team A9045 4,Team B9045 0
Team A9046 6,Team B9046 9
Team A9047 6,Team B9047 6
Team A9048 2,Team B9048 7
Team A9049 0,Team B9049 9
Team A9050 8,Team B9050 6
Team A9051 4,Team B9051 7
Team A9052 1,Team B9052 8
Team A9053 7,Team B9053 5
Team A9054 2,Team B9054 5
Team A9055 7,Team B9055 8
Team A9056 4,Team B9056 0
Team A9057 0,Team B9057 1
Team A9058 8,Team B9058 5
Team A9059 1,Team B9059 5
Team A9060 5,Team B9060 7
Team A9061 0,Team B9061 4
Team A9062 6,Team B9062 0
Team A9063 6,Team B9063 6
Team A9064 0,Team B9064 4
Team A9065 9,Team B9065 4
Team A9066 8,Team B9066 1
Team A9067 8,Team B9067 8
Team A9068 9,Team B9068 5
Team A9069 4,Team B9069 2
Team A9070 4,Team B9070 3
Team A9071 0,Team B9071 2
Team A9072 5,Team B9072 6
Team A9073 1,Team B9073 9
Team A9074 0,Team B9074 5
Team A9075 1,Team B9075 5
Team A9076 2,Team B9076 8
Team A9077 3,Team B9077 2
Team A9078 1,Team B9078 9
Team A9079 9,Team B9079 4
Team A9080 7,Team B9080 3
Team A9081 6,Team B9081 2
Team A9082 1,Team B9082 1
Team A9083 2,Team B9083 6
Team A9084 7,Team B9084 4
Team A9085 1,Team B9085 6
Team A9086 0,Team B9086 9
Team A9087 5,Team B9087 9
Team A9088 1,Team B9088 4
Team A9089 3,Team B9089 1
Team A9090 9,Team B9090 4
Team A9091 2,Team B9091 3
Team A9092 8,Team B9092 0
Team A9093 4,Team B9093 5
Team A9094 8,Team B9094 5
Team A9095 9,Team B9095 5
Team A9096 1,Team B9096 2
Team A9097 1,Team B9097 0
Team A9098 1,Team B9098 3
Team A9099 8,Team B9099 2
Team A9100 5,Team B9100 1
Team A9101 5,Team B9101 1
Team A9102 9,Team B9102 4
Team A9103 1,Team B9103 8
Team A9104 8,Team B9104 2
Team A9105 1,Team B9105 1
Team A9106 9,Team B9106 8
